"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 92","307.86","323.05","326.79","291.36","-","-4.70%"
"Mar 92","323.05","345.88","348.39","320.15","-","-6.60%"
"Feb 92","345.88","338.31","356.28","332.98","-","2.24%"
"Jan 92","338.31","330.86","357.70","322.56","-","2.25%"
"Dec 91","330.86","284.79","332.58","281.10","-","16.18%"
"Nov 91","284.79","292.50","304.55","277.90","-","-2.64%"
"Oct 91","292.50","287.54","297.76","276.51","-","1.72%"
"Sep 91","287.54","287.40","290.44","276.32","-","0.05%"
"Aug 91","287.40","278.15","290.92","263.55","-","5.60%"
"Jul 91","272.15","272.15","272.35","250.00","-","7.07%"
"Jun 91","254.19","254.19","281.42","249.78","-","-8.89%"
"May 91","279.00","279.00","279.00","256.55","-","5.82%"
"Apr 91","263.65","263.65","286.05","259.35","-","-0.47%"
"Mar 91","264.90","264.90","267.93","247.79","-","5.91%"
"Feb 91","250.12","250.12","252.85","231.28","-","7.61%"
"Jan 91","232.43","232.43","232.68","190.90","-","15.91%"
"Dec 90","200.53","200.53","203.49","192.66","-","4.08%"
"Nov 90","192.66","192.66","193.06","170.88","-","11.65%"
"Oct 90","172.56","172.56","189.06","162.55","-","-2.54%"
"Sep 90","177.06","177.06","195.88","169.32","-","-8.55%"
"Aug 90","193.62","193.62","224.62","177.06","-","-13.32%"
"Jul 90","223.38","223.38","246.81","221.36","-","-6.32%"
"Jun 90","238.46","238.46","242.84","231.76","-","0.98%"
"May 90","236.15","236.15","237.93","205.81","-","14.74%"
"Apr 90","205.81","205.81","218.25","202.97","-","-3.44%"
"Mar 90","213.15","213.15","220.13","206.53","-","2.52%"
"Feb 90","207.91","207.91","210.44","200.41","-","2.96%"
"Jan 90","201.94","201.94","228.94","196.69","-","-9.78%"
"Dec 89","223.84","223.84","227.85","208.69","-","-0.27%"
"Nov 89","224.44","224.44","225.76","214.66","-","0.82%"
"Oct 89","222.62","222.62","238.84","213.60","-","-1.67%"
"Sep 89","226.41","226.41","227.63","219.79","-","1.99%"
"Aug 89","222.00","222.00","222.15","211.63","-","3.60%"
"Jul 89","214.28","214.28","214.34","203.61","-","4.74%"
"Jun 89","204.59","204.59","220.81","201.99","-","-4.64%"
"May 89","214.54","214.54","215.19","199.15","-","7.02%"
"Apr 89","200.47","200.47","200.50","184.45","-","7.85%"
"Mar 89","185.87","185.87","187.69","178.97","-","1.13%"
"Feb 89","183.79","183.79","193.00","183.23","-","-1.44%"
"Jan 89","186.47","186.47","186.69","172.94","-","5.11%"
"Dec 88","177.41","177.41","177.86","168.74","-","4.86%"
"Nov 88","169.19","169.19","175.62","162.66","-","-3.20%"
"Oct 88","174.78","174.78","180.53","172.81","-","-2.56%"
"Sep 88","179.37","179.37","180.31","167.17","-","4.89%"
"Aug 88","171.00","171.00","182.19","168.85","-","-5.61%"
"Jul 88","181.16","181.16","192.77","176.38","-","-4.16%"
"Jun 88","189.03","189.03","189.34","173.49","-","9.05%"
"May 88","173.34","173.34","180.10","166.76","-","-1.47%"
"Apr 88","175.92","175.92","180.91","170.14","-","1.54%"
"Mar 88","173.26","173.26","182.74","170.53","-","0.36%"
"Feb 88","172.64","172.64","174.05","156.09","-","8.49%"
"Jan 88","159.13","159.13","169.14","151.57","-","1.84%"
"Dec 87","156.25","156.25","158.42","129.47","-","13.95%"
"Nov 87","137.12","137.12","154.12","133.14","-","-8.63%"
"Oct 87","150.07","150.07","214.03","126.25","-","-26.97%"
"Sep 87","205.50","205.50","210.78","196.13","-","-1.94%"
"Aug 87","209.57","209.57","212.16","194.09","-","6.73%"
"Jul 87","196.35","196.35","197.31","186.56","-","3.76%"
"Jun 87","189.24","189.24","193.36","184.44","-","0.25%"
"May 87","188.77","188.77","191.70","179.74","-","2.13%"
"Apr 87","184.83","184.83","192.46","177.51","-","-0.65%"
"Mar 87","186.04","186.04","191.75","179.87","-","1.80%"
"Feb 87","182.75","182.75","184.73","166.58","-","9.64%"
"Jan 87","166.68","166.68","170.28","141.41","-","17.87%"
"Dec 86","141.41","141.41","150.85","140.94","-","-4.41%"
"Nov 86","147.94","147.94","147.96","138.96","-","2.39%"
"Oct 86","144.48","144.48","145.18","137.41","-","5.08%"
"Sep 86","137.50","137.50","152.07","133.28","-","-9.36%"
"Aug 86","151.70","151.70","152.56","140.18","-","4.83%"
"Jul 86","144.71","144.71","164.56","142.73","-","-11.01%"
"Jun 86","162.62","162.62","163.98","156.87","-","-0.33%"
"May 86","163.16","163.16","163.62","153.72","-","5.33%"
"Apr 86","154.91","154.91","160.94","144.83","-","4.06%"
"Mar 86","148.86","148.86","149.21","139.56","-","6.00%"
"Feb 86","140.43","140.43","141.83","132.93","-","5.64%"
"Jan 86","132.93","132.93","134.13","128.06","-","0.48%"
"Dec 85","132.29","132.29","133.12","124.72","-","4.94%"
"Nov 85","126.06","126.06","126.44","115.48","-","9.16%"
"Oct 85","115.48","115.48","116.12","106.77","-","4.39%"
